section id,recording id,timestamp [ns],detected marker IDs,tl x [px],tl y [px],tr x [px],tr y [px],br x [px],br y [px],bl x [px],bl y [px]
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381354892970000,"""25;28""",321.108,605.778,619.779,625.941,659.564,947.087,272.011,943.77
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381354927010000,"""24;25;28""",313.276,603.854,615.135,623.494,656.942,948.511,269.745,946.771
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381354968230000,"""24;25;28""",310.02,606.99,613.348,624.72,655.867,950.088,268.559,950.083
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381354995030000,"""24;25;28""",307.071,609.98,610.826,626.293,654.116,950.906,266.89,952.986
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355024510000,"""24;25;28""",303.293,612.312,606.64,626.742,652.357,951.16,265.003,955.547
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355064350000,"""24;25;28;29""",299.276,613.702,603.217,627.735,650.146,950.566,263.023,956.658
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355097170000,"""24;25;28;29""",296.805,614.525,600.827,627.309,649.567,950.175,262.598,957.827
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355132170000,"""25;28""",300.514,621.234,598.025,631.998,649.412,950.379,262.254,959.134
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355165100000,"""24;25;28""",293.919,616.972,597.768,627.085,648.545,950.515,261.826,960.527
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355195240000,"""24;25;28""",291.724,617.734,595.012,627.867,647.1,950.173,260.518,961.164
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355215670000,"""25;28""",292.691,622.338,591.833,631.004,646.405,948.897,259.423,960.877
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355253030000,"""24;25;28""",289.068,617.335,592.852,625.592,646.674,947.87,260.046,960.677
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355286200000,"""24;25;28""",289.362,617.663,593.743,623.485,647.651,947.382,261.231,961.117
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355317170000,"""24;25;28;29""",289.293,617.762,593.452,624.931,648.336,946.467,262.063,961.176
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355355840000,"""24;25;28;29""",288.936,617.531,593.08,624.253,648.314,945.597,262.173,961.093
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355393640000,"""24;25;28""",288.306,618.379,588.683,626.661,648.457,945.477,262.283,961.806
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355427720000,"""24;25;28""",287.808,618.692,591.288,624.755,648.423,945.379,262.73,962.375
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355468310000,"""24;25;28""",287.223,619.372,590.633,625.148,648.458,944.758,262.743,962.8
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355497050000,"""25;28""",291.908,627.373,588.213,631.734,648.323,943.426,262.566,962.489
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355527960000,"""24;25;28;29""",285.07,618.651,588.696,622.077,647.546,942.129,261.712,961.832
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355563700000,"""24;25;28""",283.375,617.995,585.158,621.964,646.179,941.363,260.845,961.553
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355600680000,"""24;25;28;29""",281.89,617.878,585.649,620.961,644.879,940.778,259.505,961.225
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355624610000,"""24;25;28""",280.634,617.664,583.09,619.311,644.17,940.199,259.11,961.135
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355658370000,"""24;25;28;29""",279.228,617.09,582.905,619.425,643.365,939.131,258.566,961.08
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355697310000,"""24;25;28""",278.002,617.288,582.019,617.501,642.934,938.517,258.003,961.327
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355730200000,"""24;25;28""",276.86,617.948,579.179,618.362,642.902,938.099,257.837,961.973
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355759010000,"""24;25;28;29""",276.312,618.021,579.755,618.248,642.862,937.355,258.075,961.972
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355792440000,"""24;25;28;29""",276.206,617.305,579.759,617.201,643.112,936.355,258.622,961.137
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355828140000,"""24;25;28""",276.29,616.65,573.59,619.807,643.513,935.724,258.663,960.29
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355849770000,"""24;25;28""",276.999,615.256,580.999,616.026,643.583,935.092,259.047,959.327
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355885150000,"""24;25;28""",277.902,614.854,580.176,614.56,644.65,934.276,259.89,958.603
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355916160000,"""24;25;28;29""",278.932,613.221,582.544,613.427,645.661,932.457,261.138,956.786
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355951750000,"""24;25;28""",280.208,611.288,584.041,611.415,646.855,931.127,262.321,955.325
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381355993580000,"""24;25;28""",281.789,611.0,585.493,610.661,648.504,930.998,263.853,955.108
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356028410000,"""24;25;28;29""",283.598,611.044,587.345,611.352,650.003,931.211,265.452,955.145
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356054300000,"""24;25;28;29""",285.298,611.084,588.953,611.736,651.504,931.51,266.948,955.19
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356092070000,"""24;25;28""",286.835,611.296,589.975,610.737,652.523,931.726,267.745,955.157
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356127160000,"""24;25;28""",287.364,610.937,591.036,611.321,652.57,931.759,267.639,954.639
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356164460000,"""24;25;28;29""",287.43,610.05,591.053,611.51,652.082,931.335,267.298,953.583
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356198260000,"""24;25;28;29""",287.744,609.172,591.516,611.027,652.212,931.079,267.317,952.758
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356233900000,"""24;25;28;29""",289.01,608.691,592.732,610.945,653.004,930.915,268.006,952.05
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356257650000,"""24;25;28""",290.557,608.093,592.927,610.037,654.047,930.963,269.135,951.441
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356298210000,"""24;25;28;29""",291.697,607.11,595.373,610.412,654.503,930.411,269.539,950.411
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356330320000,"""25;28;29""",295.572,607.733,595.968,609.618,654.975,930.004,269.725,949.516
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356352770000,"""24;25;28;29""",292.64,605.553,596.132,609.113,654.814,929.33,269.762,948.929
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356387500000,"""24;25;28""",292.558,605.117,596.009,607.249,654.856,928.864,269.745,948.577
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356426630000,"""24;25;28;29""",292.313,604.842,595.842,608.232,654.467,928.303,269.455,947.969
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356465540000,"""24;25;28;29""",291.968,604.028,595.493,607.195,654.322,927.229,269.328,947.304
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356485350000,"""24;25;28""",291.6,603.138,596.597,603.64,654.364,926.041,269.405,946.456
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356519080000,"""25;28""",293.413,605.833,594.329,605.416,654.521,925.268,269.399,946.22
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356550140000,"""24;25;28;29""",290.415,602.854,593.942,604.731,654.077,924.67,269.205,946.574
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356584640000,"""24;25;28;29""",289.627,602.983,593.192,604.629,653.519,924.445,269.069,946.759
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356631000000,"""24;25;28;29""",289.245,603.188,592.687,604.698,653.523,924.171,269.078,946.809
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356656330000,"""24;25;28""",289.291,603.296,593.907,602.46,653.708,924.122,269.415,946.711
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356698020000,"""24;25;28""",289.764,604.013,593.126,603.496,654.382,924.406,270.087,947.199
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356726270000,"""25;28""",293.607,608.78,594.205,606.441,655.713,924.441,271.451,947.083
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356759350000,"""24;25;28""",292.257,604.246,594.761,605.034,656.819,923.94,272.808,946.917
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356795870000,"""24;25;28;29""",292.971,604.069,595.88,604.689,657.422,923.614,273.431,946.903
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356825070000,"""24;25;28""",292.757,604.724,595.386,607.868,657.359,923.967,273.293,947.682
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356864940000,"""24;25;28""",292.28,605.788,594.859,604.888,657.008,924.911,273.202,948.779
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356894820000,"""24;25;28""",291.826,606.266,595.595,606.488,656.826,925.184,273.003,948.979
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356930640000,"""24;25;28""",292.27,605.58,594.937,605.574,657.213,924.782,273.095,948.121
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356952510000,"""24;25;28""",293.199,604.411,596.362,604.131,657.957,924.116,273.652,946.848
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381356988760000,"""24;25;28;29""",294.023,603.214,597.288,604.706,658.554,923.55,274.225,946.045
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357024640000,"""24;25;28""",294.831,602.788,596.332,605.509,659.259,923.128,275.007,945.496
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357060670000,"""24;25;28;29""",295.957,601.824,599.316,603.1,660.348,922.23,275.74,944.5
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357088530000,"""24;25;28""",296.839,600.078,602.008,602.443,660.795,920.787,276.604,943.024
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357119230000,"""24;25;28;29""",297.667,598.779,601.171,600.654,661.537,920.12,276.999,941.893
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357148860000,"""24;25;28""",298.615,598.063,601.432,599.105,662.258,919.895,277.643,941.379
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357183770000,"""24;25;28""",299.454,597.683,603.221,600.273,663.254,919.439,278.961,941.062
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357219480000,"""24;25;28""",300.774,597.339,604.918,598.086,664.603,919.056,279.952,940.662
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357256230000,"""24;25;28""",301.806,597.075,604.015,599.027,665.538,918.632,280.915,940.435
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357292950000,"""24;25;28;29""",302.398,596.765,605.91,598.559,666.064,918.412,281.268,940.082
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357331500000,"""25;28;29""",306.875,597.831,606.61,598.489,666.563,918.549,281.635,939.899
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357360210000,"""24;25;28""",304.455,596.121,605.879,598.558,667.563,918.524,282.88,939.566
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357388320000,"""24;25;28""",305.867,595.617,609.611,598.663,668.717,918.39,284.092,938.851
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357428360000,"""24;25;28;29""",307.664,595.149,611.347,598.177,670.107,918.392,285.322,938.266
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357460270000,"""24;25;28""",309.168,594.58,610.932,600.963,671.035,918.479,286.257,937.907
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357497570000,"""24;25;28;29""",310.713,594.015,614.36,598.132,672.073,918.492,287.178,937.181
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357528530000,"""24;25;28;29""",312.128,593.078,615.74,597.544,673.059,918.211,288.229,936.298
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357554420000,"""24;25;28;29""",313.628,592.443,617.361,597.394,674.256,918.281,289.157,935.732
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357587430000,"""24;25;28""",315.84,592.126,618.178,598.471,675.872,919.03,290.873,935.663
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357625070000,"""25;28;29""",321.221,593.058,621.592,598.624,677.557,919.811,292.558,935.58
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357661880000,"""25;28;29""",324.597,593.277,623.783,598.863,678.841,920.102,293.62,934.591
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357698660000,"""25;28;29""",325.749,591.465,625.781,598.873,680.036,920.347,294.678,933.7
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357735240000,"""24;25;28;29""",324.515,589.865,628.2,599.343,681.69,921.162,296.401,933.663
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357747410000,"""24;25;28;29""",327.139,589.667,630.988,600.254,683.703,922.225,298.341,933.636
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357786580000,"""24;25;28;29""",329.499,589.329,633.523,601.039,685.426,923.179,299.955,933.824
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357818220000,"""24;25;28""",331.48,589.135,638.085,603.951,686.61,924.461,301.325,934.008
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357848040000,"""24;25;28""",334.366,588.984,638.271,602.402,688.87,925.799,303.296,934.049
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357884460000,"""24;25;28;29""",337.818,588.443,641.712,603.704,691.499,926.743,306.168,933.961
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357926500000,"""24;25;28""",341.217,588.337,644.898,604.738,694.492,927.922,309.046,934.059
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357956210000,"""24;25;28;29""",344.84,587.844,648.866,605.544,697.419,928.613,312.037,933.987
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381357997750000,"""24;25;28;29""",348.136,586.79,652.136,605.54,700.142,928.601,315.056,933.301
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358024770000,"""25;28;29""",354.068,587.785,655.167,605.626,702.617,929.157,317.766,933.237
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358063170000,"""24;25;28;29""",353.406,586.381,657.369,607.046,703.876,930.624,319.371,934.222
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358095700000,"""24;25;28""",354.452,586.34,658.056,607.223,704.125,931.679,319.579,934.537
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358129220000,"""24;25;28""",354.709,585.063,658.297,608.228,703.867,931.466,319.247,933.87
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358152960000,"""24;25;28""",354.308,583.515,657.378,606.163,703.258,931.034,318.562,933.204
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358188280000,"""24;25;28;29""",352.959,582.971,657.26,606.763,702.322,931.463,317.675,934.033
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358225160000,"""24;25;28""",351.354,584.174,655.951,607.855,701.439,933.378,316.764,936.503
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358259880000,"""25;28;29""",351.401,587.602,654.388,609.55,699.949,934.909,315.071,938.284
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358295760000,"""24;25;28;29""",346.589,586.416,651.872,610.113,697.978,935.882,312.635,940.376
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358324020000,"""25;28""",352.109,596.192,650.303,614.943,696.44,937.427,310.372,942.925
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358368870000,"""24;25;28""",341.133,590.0,644.73,614.136,695.529,940.44,309.234,946.526
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358389080000,"""25;28""",342.883,591.554,649.815,614.209,694.696,944.358,307.634,950.284
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358418550000,"""25;28""",339.723,597.983,646.353,618.989,693.613,947.767,305.674,953.031
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358448500000,"""24;25;28""",337.467,597.938,648.021,625.172,693.089,952.424,304.568,957.602
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358485140000,"""25""",398.017,720.138,634.272,552.66,695.256,957.129,449.679,994.736
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358523410000,"""24;25""",339.974,609.925,650.602,639.314,698.521,965.722,293.629,969.321
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358558940000,"""24;28""",340.43,613.955,648.445,637.669,697.286,969.766,306.948,977.054
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358600030000,"""24""",340.083,618.593,664.641,639.757,543.348,834.934,312.983,823.205
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358624350000,"""28""",339.49,801.986,516.157,799.311,750.93,977.248,305.194,991.63
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358657760000,"""28""",351.878,525.521,719.167,569.973,685.919,990.553,305.759,998.658
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381358694130000,"""24""",338.313,634.206,852.096,656.481,494.423,792.265,332.826,760.705
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359050650000,"""24""",331.713,718.291,891.818,731.71,,,290.315,1055.448
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359158740000,"""24""",330.453,734.17,952.453,746.975,,,294.092,997.427
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359219740000,"""24""",333.641,742.369,731.58,775.469,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359257000000,"""24""",335.048,746.184,1020.82,760.137,,,298.189,995.227
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359294270000,"""24;29""",334.134,748.45,694.546,781.41,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359330550000,"""24;29""",332.474,752.227,694.404,786.944,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359352800000,"""24;29""",333.011,756.059,696.163,792.688,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359388970000,"""24;29""",333.086,760.196,698.197,799.092,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359427220000,"""24;29""",332.84,764.241,699.221,805.463,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359461910000,"""24;29""",335.087,768.217,703.079,811.671,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359496270000,"""29""",315.531,767.474,706.099,818.656,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359592150000,"""24;29""",333.89,796.208,710.517,842.621,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359618980000,"""29""",458.073,823.273,713.992,850.627,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359760630000,"""24""",334.844,861.267,729.962,898.182,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359787660000,"""24;29""",331.42,858.022,721.059,902.703,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359824730000,"""24;29""",335.188,862.013,725.691,901.904,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359859140000,"""24;29""",336.352,867.457,727.612,902.795,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359891140000,"""24;29""",336.304,874.882,728.176,906.546,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359927730000,"""24;29""",337.061,881.156,729.613,911.798,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359962330000,"""24;29""",338.829,885.745,731.35,915.713,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381359996040000,"""24;29""",338.152,891.72,730.692,918.664,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381360026550000,"""24;29""",334.695,897.336,727.961,920.512,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381360060660000,"""24;29""",330.341,901.882,724.159,922.736,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381360087310000,"""24;29""",327.195,905.01,721.888,924.368,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381360128550000,"""24;29""",325.442,905.447,720.157,924.64,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381360159130000,"""24""",323.058,905.946,689.213,929.879,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381360193970000,"""24;29""",321.204,906.863,716.456,926.799,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381360230980000,"""24;29""",318.235,906.846,713.899,927.891,,,,
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381360260000000,"""24;29""",314.901,906.008,710.632,928.76,,,,
