section id,recording id,timestamp [ns],detected marker IDs,tl x [px],tl y [px],tr x [px],tr y [px],br x [px],br y [px],bl x [px],bl y [px]
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381198330950000,"""24;25;28""",489.13,417.675,801.167,482.778,782.398,837.984,392.726,774.657
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381198360240000,"""24;25;28""",485.367,417.432,798.493,480.799,782.463,834.46,392.531,773.89
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381198392240000,"""25;28;29""",485.758,416.219,799.586,477.927,783.032,829.99,393.607,770.58
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381198424530000,"""25;28;29""",485.705,411.127,798.986,474.83,781.557,826.155,392.921,766.059
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381198464940000,"""25;28""",486.306,418.341,792.028,480.303,778.371,824.719,389.983,765.506
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381198492130000,"""24;25;28""",475.767,411.346,785.949,474.24,775.478,824.282,387.431,768.754
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381198524780000,"""25;28""",470.155,414.517,782.687,472.375,773.48,820.141,385.482,768.863
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381198661610000,"""25;28""",450.144,379.483,762.831,430.613,761.784,776.265,373.849,734.89
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381198693530000,"""24;25;28""",443.699,373.344,758.11,425.906,758.935,772.417,371.462,731.899
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381198731150000,"""24;25;28""",440.512,369.452,753.794,423.503,755.94,767.928,368.336,727.501
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381198754880000,"""25;28""",437.485,365.278,750.885,418.824,754.092,763.232,366.618,721.983
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381198781410000,"""25;28;29""",439.905,363.297,752.1,415.979,753.54,760.403,366.083,718.567
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381198817280000,"""25;28""",441.556,363.477,749.31,417.68,752.088,758.678,364.56,716.28
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381198858380000,"""24;25;28;29""",436.048,355.491,749.778,412.309,749.881,755.927,362.272,713.042
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381198894100000,"""24;25;28""",434.974,351.743,748.244,408.386,748.338,752.921,360.683,708.786
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381198926560000,"""24;25;28""",435.234,347.942,748.288,406.161,747.684,750.355,359.72,704.476
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381198960840000,"""24;25;28""",435.722,343.155,747.905,403.377,746.577,746.442,358.414,699.242
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381198988210000,"""25;28""",437.917,337.896,752.767,396.449,745.767,741.848,357.21,695.47
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199024120000,"""25;28""",432.613,341.721,744.125,395.443,745.626,736.072,356.122,691.519
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199063540000,"""25;28""",429.819,332.098,742.321,388.132,744.246,730.397,354.549,687.589
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199089700000,"""25;28""",429.599,331.575,741.89,383.569,741.621,728.094,352.163,685.905
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199126010000,"""25;28""",424.723,333.867,736.645,385.182,738.456,729.365,349.046,688.132
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199157470000,"""25;28""",419.81,338.855,731.477,386.506,735.756,731.401,346.61,691.148
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199190670000,"""24;25;28""",417.13,338.798,730.192,388.255,735.094,731.227,345.975,692.296
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199227770000,"""25;28""",419.783,343.384,730.336,387.848,735.67,729.124,346.241,692.014
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199260940000,"""25;28""",413.412,338.501,726.423,383.156,734.486,725.64,345.067,691.435
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199284230000,"""24;25;28""",409.03,338.276,722.48,381.27,732.073,722.654,342.802,691.023
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199319780000,"""25;28""",407.065,338.592,720.09,378.735,730.268,722.609,340.814,692.871
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199353810000,"""24;25;28""",401.819,340.212,714.123,382.373,728.754,721.906,339.178,693.566
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199383420000,"""24;25;28""",399.19,339.61,711.368,382.173,727.065,721.224,337.397,694.368
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199416360000,"""24;25;28""",394.387,340.466,707.811,378.932,724.021,720.431,334.38,696.066
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199448340000,"""25;28""",390.048,342.771,701.92,379.371,718.527,718.807,328.368,696.207
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199487840000,"""25;28""",383.562,332.682,698.815,373.543,713.093,714.968,322.53,691.576
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199561740000,"""25;28""",379.549,315.361,695.783,359.03,710.406,700.957,319.495,673.935
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199588220000,"""25;28""",379.438,313.898,694.862,358.348,710.386,700.519,319.245,673.936
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199628800000,"""25;28""",383.233,312.469,699.305,358.909,708.846,703.362,317.718,677.189
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199658320000,"""25;28""",378.857,326.34,688.309,370.16,707.705,706.279,316.501,679.936
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199694110000,"""25;28""",377.844,323.623,692.291,369.366,706.739,710.703,315.928,684.422
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199859440000,"""28""",362.887,422.867,626.456,465.706,689.093,762.786,312.069,738.729
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199964840000,"""28""",377.706,387.702,643.784,482.074,639.49,786.788,312.912,762.582
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381199981380000,"""28""",375.63,420.779,635.231,497.975,649.717,790.89,313.588,767.175
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200014760000,"""28""",378.019,442.535,656.11,489.418,690.852,798.515,314.913,772.907
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200054740000,"""28""",388.253,414.08,780.06,394.987,798.235,811.504,314.28,779.454
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200196520000,"""25;28""",381.287,474.467,689.241,510.287,700.35,845.99,312.007,821.047
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200220140000,"""25;28""",376.729,474.283,687.6,511.195,700.204,849.486,312.098,824.726
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200326360000,"""25;28""",372.503,509.192,679.573,536.913,703.033,874.2,315.037,860.498
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200356860000,"""25;28""",372.033,511.027,679.469,543.852,699.017,877.094,311.533,860.688
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200392410000,"""25""",452.823,622.08,673.535,441.17,694.394,881.9,471.733,876.863
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200431870000,"""25""",323.166,490.586,669.43,492.92,690.691,890.757,329.89,880.664
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200488260000,"""25;28""",360.291,550.056,659.639,580.598,687.266,904.804,299.972,889.019
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200523150000,"""24;25;28""",354.612,547.807,657.878,578.567,687.522,907.713,300.416,892.616
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200566570000,"""25;28""",359.09,550.021,662.629,580.713,688.663,908.349,301.77,893.826
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200598450000,"""24;25;28;29""",356.199,549.927,660.869,579.674,690.752,907.298,303.942,894.063
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200617150000,"""25;28;29""",358.683,552.094,661.849,579.406,692.74,907.535,306.119,895.379
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200647420000,"""25;28""",360.319,558.221,660.383,584.363,694.191,909.063,307.368,897.958
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200680860000,"""24;25;28""",357.746,556.066,661.436,582.254,694.221,910.661,307.682,900.278
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200715970000,"""25;28;29""",360.552,560.152,661.207,583.811,693.517,911.39,307.09,901.424
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200762350000,"""24;25;28""",355.835,558.933,661.264,584.444,692.933,912.596,306.732,903.035
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200784160000,"""24;25;28;29""",355.772,561.678,660.136,587.092,693.863,914.438,307.436,905.473
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200823780000,"""24;25;28;29""",356.411,563.793,660.653,588.659,694.637,915.663,308.436,907.424
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200858330000,"""25;28;29""",356.438,566.997,660.001,589.551,694.31,916.322,308.142,908.828
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200891760000,"""24;25;28;29""",353.307,567.483,657.879,590.676,692.632,917.445,306.578,911.051
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200920140000,"""24;25;28""",351.442,569.881,654.851,592.131,691.139,919.765,304.932,913.966
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200960460000,"""25;28""",350.67,574.507,653.203,596.372,690.333,922.642,304.172,917.324
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381200997170000,"""24;25;28""",349.237,576.723,652.011,598.73,690.027,925.087,303.88,920.322
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201029840000,"""24;25;28;29""",347.616,579.499,651.705,600.883,688.998,926.42,302.917,922.463
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201060130000,"""24;25;28""",346.058,581.147,649.554,601.137,688.24,927.179,302.258,924.281
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201088250000,"""24;25;28""",345.094,583.021,648.677,602.51,688.398,928.228,302.249,926.13
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201127020000,"""24;25;28""",345.217,585.424,648.706,604.199,689.306,929.886,303.355,928.638
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201159840000,"""24;25;28""",345.628,588.02,647.659,606.417,690.499,931.158,304.326,930.864
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201194270000,"""24;25;28;29""",345.311,589.656,649.161,607.189,690.752,931.568,304.673,932.439
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201225700000,"""24;25;28;29""",344.072,590.9,648.057,607.41,690.339,932.072,304.212,933.77
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201248580000,"""24;25;28;29""",342.67,592.401,646.792,608.335,689.706,932.976,303.384,935.375
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201281050000,"""25;28""",343.997,586.938,651.771,602.17,689.135,934.215,303.083,936.936
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201312570000,"""24;25;28""",341.548,594.981,645.248,610.137,689.442,934.793,302.97,937.966
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201351980000,"""25;28""",345.1,597.695,646.828,612.13,689.365,934.865,302.828,938.343
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201398120000,"""24;25;28""",340.76,596.002,644.419,610.156,689.455,934.825,302.985,938.925
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201420620000,"""24;25;28""",339.95,597.269,641.1,611.874,689.386,934.662,302.783,939.482
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201464580000,"""24;25;28""",339.832,596.728,643.117,610.115,689.766,934.126,303.312,939.544
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201496210000,"""24;25;28""",339.968,597.027,643.663,610.252,690.459,933.618,304.086,939.666
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201527810000,"""24;25;28;29""",340.301,597.361,644.61,609.275,691.268,933.212,304.884,939.978
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201557340000,"""24;25;28""",340.272,597.714,643.279,609.351,691.68,932.67,305.401,940.307
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201595030000,"""25;28;29""",342.611,599.062,643.676,608.484,691.273,932.038,305.072,940.314
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201625160000,"""25;28""",340.283,601.632,640.09,611.352,690.352,931.254,304.238,940.46
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201660500000,"""24;25;28""",336.392,598.871,640.319,607.806,689.396,931.153,303.561,941.401
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201695950000,"""25;28""",340.138,603.898,640.524,609.97,689.172,931.18,303.33,942.445
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201722350000,"""24;25;28""",334.245,600.809,636.989,608.645,689.253,930.786,303.779,943.189
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201763700000,"""25;28;29""",335.455,603.114,637.029,608.444,688.99,930.441,303.623,943.822
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201794670000,"""24;25;28;29""",331.877,602.157,635.419,608.139,687.843,929.732,302.756,943.997
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201819560000,"""25;28;29""",330.842,603.324,633.373,607.513,686.125,928.946,301.175,943.722
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201860110000,"""24;25;28;29""",328.23,602.019,631.505,607.466,684.754,928.613,299.872,943.642
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201882060000,"""25;28;29""",330.704,602.644,630.453,607.62,684.321,928.688,299.3,943.65
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201914060000,"""24;25;28;29""",327.051,602.498,630.03,607.562,684.045,928.373,299.333,943.814
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201946840000,"""24;25;28;29""",326.248,603.024,629.289,607.879,683.503,928.489,299.05,944.276
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381201980640000,"""24;25;28;29""",325.14,603.371,628.012,608.256,682.654,928.318,298.476,944.582
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202023080000,"""24;25;28;29""",323.935,603.012,626.905,607.89,681.54,928.034,297.168,944.11
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202057970000,"""24;25;28;29""",323.177,602.864,626.013,607.745,680.773,928.151,296.55,944.078
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202096630000,"""24;25;28;29""",323.179,602.992,626.033,608.286,680.918,928.226,296.931,944.18
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202119770000,"""24;25;28;29""",323.615,602.737,626.471,607.689,681.584,927.678,297.192,943.752
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202156370000,"""24;25;28;29""",323.905,601.848,626.739,606.571,681.816,926.383,297.444,942.647
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202192250000,"""24;25;28;29""",323.668,600.689,626.504,605.452,681.487,925.432,297.07,941.598
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202224140000,"""24;25;28""",323.35,599.789,626.363,603.886,681.167,924.829,297.061,940.965
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202258730000,"""24;25;28;29""",323.836,599.058,626.644,604.237,681.609,924.458,297.228,940.412
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202289450000,"""24;25;28;29""",324.748,598.649,627.555,603.687,682.455,923.967,298.261,939.656
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202322760000,"""24;25;28""",325.478,597.944,627.95,604.095,682.798,923.431,298.628,939.065
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202360860000,"""25;28""",331.635,600.574,630.567,604.915,682.673,923.159,298.326,938.785
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202390830000,"""24;25;28""",324.89,597.339,627.77,601.247,681.786,922.994,297.397,938.65
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202419650000,"""24;25;28""",323.487,597.066,625.381,604.506,680.46,922.936,296.244,938.733
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202465610000,"""24;25;28;29""",322.753,597.129,625.708,602.72,679.819,923.237,295.444,938.579
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202486560000,"""24;25;28;29""",322.695,597.023,625.653,602.811,679.665,923.232,295.306,938.343
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202512540000,"""24;25;28;29""",322.73,596.633,625.672,602.641,679.289,923.092,295.025,937.923
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202547930000,"""24;25;28;29""",322.501,596.592,625.509,602.702,678.87,923.125,294.607,937.622
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202581210000,"""25;28""",327.045,597.546,626.927,603.032,678.85,923.006,294.614,937.284
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202619430000,"""24;25;28""",322.934,595.083,626.146,600.649,679.295,922.256,295.115,936.355
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202657610000,"""24;25;28;29""",323.425,594.645,626.331,601.246,679.592,921.834,295.185,936.029
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202694050000,"""24;25;28""",323.233,594.717,624.099,600.447,679.715,921.563,295.232,936.215
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202721030000,"""24;25;28""",322.294,594.698,624.677,600.12,679.17,921.017,294.925,936.398
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202755300000,"""24;25;28""",321.219,594.573,622.635,601.283,678.893,920.174,294.632,936.298
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202790740000,"""24;25;28;29""",320.736,594.647,623.836,599.385,678.891,920.176,294.751,936.622
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202824960000,"""24;25;28;29""",320.375,595.02,623.648,599.543,679.01,920.398,294.936,937.233
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202860170000,"""24;25;28""",320.361,595.645,622.947,598.954,679.317,920.509,294.994,937.827
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202888510000,"""24;25;28""",320.405,595.914,622.574,598.851,679.488,920.486,295.165,937.89
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202922170000,"""24;25;28""",320.458,595.656,622.818,598.213,679.551,920.257,295.166,937.532
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202967020000,"""24;25;28""",320.831,595.536,623.483,599.182,679.804,920.47,295.466,937.666
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381202992950000,"""24;25;28;29""",320.852,595.857,623.961,600.18,679.714,920.727,295.423,938.007
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381203019980000,"""24;25;28;29""",320.677,596.046,623.676,600.453,679.417,920.727,295.211,938.259
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381203067160000,"""24;25;28""",319.992,595.946,622.245,598.992,678.947,920.506,294.883,937.998
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381203089420000,"""24;25;28""",319.094,595.667,619.922,600.709,678.089,920.313,293.812,937.988
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381203126940000,"""24;25;28""",318.421,595.692,620.827,597.939,677.612,920.709,293.32,938.179
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381203147340000,"""24;25;28""",318.551,595.951,621.827,598.803,677.671,921.336,293.307,938.384
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381203181880000,"""24;25;28""",319.671,595.73,622.466,600.215,678.846,921.12,294.711,937.874
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381203213170000,"""24;25;28""",321.785,594.762,624.129,601.076,680.626,920.482,296.449,936.981
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381203257610000,"""24;25;28;29""",323.464,594.382,626.766,599.418,681.848,920.428,297.368,936.669
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381203289570000,"""24;25;28;29""",323.594,594.67,626.86,599.715,681.715,920.743,297.265,937.272
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381203327270000,"""24;25;28""",322.802,595.055,625.535,599.506,681.046,920.806,296.726,937.535
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381203356920000,"""24;25;28;29""",321.901,594.386,625.359,599.141,680.557,919.99,296.29,936.78
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381203393450000,"""24;25;28;29""",321.534,593.06,625.121,598.089,680.369,919.003,295.74,935.929
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381203423740000,"""24;25;28;29""",321.346,592.753,624.839,597.388,680.183,918.773,295.541,935.909
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381203455510000,"""24;25;28;29""",320.843,593.045,624.361,597.51,679.835,918.999,295.08,936.193
f42a875f-092b-427d-b12d-52c489379fdf,9fd1a384-8877-4a65-9277-6874f0eb9343,1749381203489240000,"""24;25;28;29""",320.292,593.064,623.933,597.707,679.393,919.359,294.887,936.505
